team1,team2,city,date,toss_winner,first_batting,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_player6,team1_player7,team1_player8,team1_player9,team1_player10,team1_player11,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,team2_player6,team2_player7,team2_player8,team2_player9,team2_player10,team2_player11,match_winner
New Zealand,Sri Lanka,Napier,26 January 1991,1,1,CP Senanayake,HP Tillakaratne,AP Gurusinha,PA de Silva,A Ranatunga,RS Mahanama,ST Jayasuriya,EAR de Silva,GF Labrooy,RJ Ratnayake,CPH Ramanayake,RB Reid,JG Wright,MD Crowe,AH Jones,IDS Smith,MJ Greatbatch,CZ Harris,GR Larsen,C Pringle,DK Morrison,W Watson,0
New Zealand,Sri Lanka,Auckland,28 January 1991,1,0,RB Reid,JG Wright,MD Crowe,AH Jones,IDS Smith,MJ Greatbatch,CZ Harris,GR Larsen,RG Petrie,C Pringle,W Watson,CP Senanayake,HP Tillakaratne,AP Gurusinha,PA de Silva,A Ranatunga,RS Mahanama,RJ Ratnayake,ST Jayasuriya,EAR de Silva,GF Labrooy,CPH Ramanayake,0
New Zealand,Sri Lanka,Dunedin,6 February 1991,1,0,MD Crowe,RB Reid,AH Jones,KR Rutherford,MJ Greatbatch,IDS Smith,CZ Harris,C Pringle,GR Larsen,DK Morrison,W Watson,CP Senanayake,RS Kaluwitharana,AP Gurusinha,PA de Silva,A Ranatunga,HP Tillakaratne,ST Jayasuriya,EAR de Silva,RJ Ratnayake,CPH Ramanayake,KIW Wijegunawardene,0
New Zealand,England,Christchurch,9 February 1991,1,1,GA Gooch,DI Gower,MA Atherton,AJ Lamb,RA Smith,AJ Stewart,RC Russell,PAJ DeFreitas,MP Bicknell,EE Hemmings,ARC Fraser,MD Crowe,JG Wright,AH Jones,KR Rutherford,MJ Greatbatch,IDS Smith,CZ Harris,GR Larsen,RG Petrie,C Pringle,W Watson,1
New Zealand,England,Wellington,13 February 1991,1,0,RB Reid,JG Wright,MD Crowe,AH Jones,KR Rutherford,CZ Harris,IDS Smith,CL Cairns,GR Larsen,C Pringle,W Watson,GA Gooch,MA Atherton,DI Gower,AJ Lamb,RA Smith,AJ Stewart,RC Russell,PAJ DeFreitas,MP Bicknell,ARC Fraser,PCR Tufnell,0
New Zealand,England,Auckland,16 February 1991,1,0,MD Crowe,RB Reid,AH Jones,KR Rutherford,MJ Greatbatch,CZ Harris,IDS Smith,CL Cairns,C Pringle,GR Larsen,W Watson,GA Gooch,MA Atherton,DI Gower,AJ Lamb,RA Smith,AJ Stewart,PAJ DeFreitas,RC Russell,GC Small,ARC Fraser,PCR Tufnell,0
West Indies,Australia,Kingston,26 February 1991,1,1,DC Boon,GR Marsh,DM Jones,AR Border,ME Waugh,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,CG Greenidge,DL Haynes,RB Richardson,CL Hooper,IVA Richards,AL Logie,MD Marshall,PJL Dujon,AH Gray,CEL Ambrose,CA Walsh,1
West Indies,Australia,Port of Spain,9 March 1991,1,1,DC Boon,GR Marsh,DM Jones,AR Border,ME Waugh,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,PV Simmons,DL Haynes,RB Richardson,CL Hooper,IVA Richards,AL Logie,PJL Dujon,MD Marshall,EA Moseley,CEL Ambrose,AH Gray,1
West Indies,Australia,Port of Spain,10 March 1991,1,1,GR Marsh,MA Taylor,DM Jones,ME Waugh,AR Border,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,PV Simmons,DL Haynes,RB Richardson,CG Greenidge,AL Logie,IVA Richards,CL Hooper,PJL Dujon,CEL Ambrose,AH Gray,BP Patterson,0
West Indies,Australia,Bridgetown,13 March 1991,1,1,MA Taylor,GR Marsh,DM Jones,AR Border,ME Waugh,SR Waugh,IA Healy,CJ McDermott,PL Taylor,MR Whitney,BA Reid,PV Simmons,DL Haynes,RB Richardson,CG Greenidge,IVA Richards,AL Logie,CL Hooper,PJL Dujon,MD Marshall,CEL Ambrose,CA Walsh,1
West Indies,Australia,Georgetown,20 March 1991,1,0,PV Simmons,DL Haynes,RB Richardson,CG Greenidge,IVA Richards,AL Logie,CL Hooper,PJL Dujon,AH Gray,CA Walsh,BP Patterson,GR Marsh,DC Boon,DM Jones,AR Border,ME Waugh,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MG Hughes,MR Whitney,1
England,West Indies,Birmingham,24 May 1991,1,1,CG Greenidge,PV Simmons,RB Richardson,IVA Richards,CL Hooper,AL Logie,PJL Dujon,MD Marshall,CEL Ambrose,CA Walsh,BP Patterson,GA Gooch,MA Atherton,GA Hick,AJ Lamb,NH Fairbrother,IT Botham,DR Pringle,RC Russell,PAJ DeFreitas,CC Lewis,RK Illingworth,0
England,West Indies,Manchester,25 May 1991,1,0,GA Gooch,MA Atherton,GA Hick,AJ Lamb,NH Fairbrother,MR Ramprakash,DR Pringle,RC Russell,CC Lewis,PAJ DeFreitas,RK Illingworth,PV Simmons,PJL Dujon,RB Richardson,CL Hooper,IVA Richards,AL Logie,MD Marshall,CG Greenidge,CEL Ambrose,CA Walsh,BP Patterson,0
England,West Indies,London,27 May 1991,1,1,PV Simmons,PJL Dujon,RB Richardson,BC Lara,IVA Richards,AL Logie,CL Hooper,MD Marshall,CEL Ambrose,CA Walsh,BP Patterson,GA Gooch,MA Atherton,GA Hick,NH Fairbrother,MR Ramprakash,DA Reeve,DR Pringle,RC Russell,PAJ DeFreitas,RK Illingworth,DV Lawrence,0
Pakistan,West Indies,Sharjah Cricket Association Stadium,17 October 1991,1,0,Rameez Raja,Sajid Ali,Ijaz Ahmed,Saleem Malik,Javed Miandad,Imran Khan,Wasim Akram,Moin Khan,Mushtaq Ahmed,Waqar Younis,Aaqib Javed,PV Simmons,CB Lambert,RB Richardson,BC Lara,AL Logie,CL Hooper,PJL Dujon,WKM Benjamin,CEL Ambrose,IR Bishop,BP Patterson,1
India,Pakistan,Sharjah Cricket Association Stadium,18 October 1991,1,0,RJ Shastri,NS Sidhu,SV Manjrekar,M Azharuddin,SR Tendulkar,N Kapil Dev,VG Kambli,KS More,M Prabhakar,J Srinath,SLV Raju,Sajid Ali,Rameez Raja,Javed Miandad,Saleem Malik,Imran Khan,Ijaz Ahmed,Wasim Akram,Moin Khan,Akram Raza,Waqar Younis,Aaqib Javed,0
India,West Indies,Sharjah Cricket Association Stadium,19 October 1991,1,0,RJ Shastri,NS Sidhu,SV Manjrekar,M Azharuddin,SR Tendulkar,VG Kambli,N Kapil Dev,M Prabhakar,KS More,SLV Raju,A Kumble,PV Simmons,CB Lambert,RB Richardson,BC Lara,AL Logie,CL Hooper,KLT Arthurton,PJL Dujon,CEL Ambrose,IR Bishop,BP Patterson,0
Pakistan,West Indies,Sharjah Cricket Association Stadium,21 October 1991,1,0,Rameez Raja,Sajid Ali,Javed Miandad,Saleem Malik,Imran Khan,Ijaz Ahmed,Wasim Akram,Moin Khan,Akram Raza,Waqar Younis,Aaqib Javed,PV Simmons,CB Lambert,RB Richardson,BC Lara,CL Hooper,AL Logie,PJL Dujon,IR Bishop,CEL Ambrose,CA Walsh,BP Patterson,0
India,West Indies,Sharjah Cricket Association Stadium,22 October 1991,1,1,PV Simmons,CB Lambert,RB Richardson,CL Hooper,AL Logie,KLT Arthurton,PJL Dujon,IR Bishop,WKM Benjamin,CEL Ambrose,BP Patterson,WV Raman,NS Sidhu,SV Manjrekar,M Azharuddin,SR Tendulkar,N Kapil Dev,VG Kambli,M Prabhakar,KS More,SLV Raju,A Kumble,0
India,Pakistan,Sharjah Cricket Association Stadium,23 October 1991,1,1,Aamer Sohail,Saeed Anwar,Zahid Fazal,Saleem Malik,Imran Khan,Wasim Akram,Ijaz Ahmed,Moin Khan,Akram Raza,Waqar Younis,Aaqib Javed,RJ Shastri,VG Kambli,SV Manjrekar,M Azharuddin,SR Tendulkar,N Kapil Dev,M Prabhakar,KS More,J Srinath,SLV Raju,A Kumble,1
India,Pakistan,Sharjah Cricket Association Stadium,25 October 1991,1,1,Aamer Sohail,Sajid Ali,Zahid Fazal,Saleem Malik,Imran Khan,Ijaz Ahmed,Wasim Akram,Moin Khan,Akram Raza,Waqar Younis,Aaqib Javed,RJ Shastri,NS Sidhu,SV Manjrekar,M Azharuddin,SR Tendulkar,VG Kambli,N Kapil Dev,M Prabhakar,KS More,J Srinath,SLV Raju,1
India,South Africa,Calcutta,10 November 1991,1,1,SJ Cook,AC Hudson,KC Wessels,PN Kirsten,AP Kuiper,CEB Rice,RP Snell,BM McMillan,DJ Richardson,TG Shaw,AA Donald,RJ Shastri,NS Sidhu,SV Manjrekar,SR Tendulkar,M Azharuddin,PK Amre,N Kapil Dev,M Prabhakar,KS More,SLV Raju,J Srinath,0
India,South Africa,Gwalior,12 November 1991,1,0,K Srikkanth,NS Sidhu,SV Manjrekar,SR Tendulkar,M Azharuddin,N Kapil Dev,PK Amre,M Prabhakar,KS More,SLV Raju,J Srinath,SJ Cook,M Yachad,KC Wessels,PN Kirsten,AP Kuiper,CEB Rice,DJ Richardson,RP Snell,CR Matthews,CE Eksteen,AA Donald,0
India,South Africa,New Delhi,14 November 1991,1,0,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,N Kapil Dev,DB Vengsarkar,PK Amre,M Prabhakar,CS Pandit,SLV Raju,J Srinath,SJ Cook,KC Wessels,PN Kirsten,AP Kuiper,AC Hudson,CEB Rice,BM McMillan,DJ Richardson,RP Snell,CR Matthews,AA Donald,1
Pakistan,West Indies,Karachi,20 November 1991,1,1,DL Haynes,PA Wallace,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,D Williams,IR Bishop,CEL Ambrose,AC Cummins,BP Patterson,Aamer Sohail,Rameez Raja,Zahid Fazal,Saleem Malik,Javed Miandad,Imran Khan,Wasim Akram,Moin Khan,Mushtaq Ahmed,Waqar Younis,Aaqib Javed,1
Pakistan,West Indies,Lahore,22 November 1991,1,1,DL Haynes,PA Wallace,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,MD Marshall,D Williams,IR Bishop,CEL Ambrose,BP Patterson,Aamer Sohail,Rameez Raja,InzamamulHaq,Saleem Malik,Imran Khan,Ijaz Ahmed,Wasim Akram,Moin Khan,Waqar Younis,Mushtaq Ahmed,Aaqib Javed,2
Pakistan,West Indies,Faisalabad,24 November 1991,1,1,DL Haynes,PA Wallace,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,MD Marshall,D Williams,RC Haynes,CEL Ambrose,AC Cummins,Rameez Raja,InzamamulHaq,Zahid Fazal,Saleem Malik,Imran Khan,Ijaz Ahmed,Wasim Akram,Moin Khan,Waqar Younis,Mushtaq Ahmed,Aaqib Javed,1
India,West Indies,Perth,6 December 1991,1,0,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,PK Amre,N Kapil Dev,M Prabhakar,KS More,ST Banerjee,J Srinath,DL Haynes,PA Wallace,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,MD Marshall,D Williams,CEL Ambrose,AC Cummins,BP Patterson,2
Australia,India,Perth,8 December 1991,1,1,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,PK Amre,N Kapil Dev,M Prabhakar,ST Banerjee,KS More,J Srinath,GR Marsh,DC Boon,DM Jones,AR Border,TM Moody,SR Waugh,SP ODonnell,IA Healy,PL Taylor,CJ McDermott,BA Reid,1
Australia,India,Hobart,10 December 1991,1,1,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,N Kapil Dev,PK Amre,M Azharuddin,ST Banerjee,M Prabhakar,J Srinath,KS More,DC Boon,GR Marsh,DM Jones,AR Border,TM Moody,SR Waugh,SP ODonnell,IA Healy,PL Taylor,CJ McDermott,BA Reid,0
Australia,West Indies,Melbourne Cricket Ground,12 December 1991,1,0,GR Marsh,DC Boon,DM Jones,AR Border,TM Moody,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,DL Haynes,CA Best,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,MD Marshall,D Williams,CEL Ambrose,AC Cummins,BP Patterson,0
India,West Indies,Adelaide Oval,14 December 1991,1,0,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,N Kapil Dev,PK Amre,M Prabhakar,KS More,J Srinath,ND Hirwani,DL Haynes,PA Wallace,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,MD Marshall,D Williams,CEL Ambrose,AC Cummins,BP Patterson,0
Australia,India,Adelaide Oval,15 December 1991,1,1,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,PK Amre,N Kapil Dev,M Prabhakar,KS More,J Srinath,SLV Raju,DC Boon,GR Marsh,DM Jones,AR Border,TM Moody,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,0
Australia,West Indies,Sydney Cricket Ground,18 December 1991,1,0,GR Marsh,DC Boon,DM Jones,SR Waugh,TM Moody,AR Border,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,DL Haynes,PA Wallace,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,MD Marshall,D Williams,RC Haynes,CEL Ambrose,AC Cummins,0
Australia,West Indies,Sydney Cricket Ground,18 December 1991,1,0,GR Marsh,DC Boon,DM Jones,SR Waugh,TM Moody,AR Border,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,DL Haynes,PA Wallace,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,MD Marshall,D Williams,RC Haynes,CEL Ambrose,AC Cummins,0
Australia,India,Adelaide Oval,15 December 1991,1,1,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,PK Amre,N Kapil Dev,M Prabhakar,KS More,J Srinath,SLV Raju,DC Boon,GR Marsh,DM Jones,AR Border,TM Moody,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,0
India,West Indies,Adelaide Oval,14 December 1991,1,0,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,N Kapil Dev,PK Amre,M Prabhakar,KS More,J Srinath,ND Hirwani,DL Haynes,PA Wallace,RB Richardson,BC Lara,CL Hooper,KLT Arthurton,MD Marshall,D Williams,CEL Ambrose,AC Cummins,BP Patterson,0
Pakistan,Sri Lanka,Sargodha Stadium,10 January 1992,1,1,RS Mahanama,UC Hathurusingha,AP Gurusinha,PA de Silva,ST Jayasuriya,HP Tillakaratne,MS Atapattu,RS Kalpage,CPH Ramanayake,KIW Wijegunawardene,GP Wickramasinghe,Rameez Raja,Zahid Fazal,Javed Miandad,Saleem Malik,Imran Khan,InzamamulHaq,Wasim Akram,Moin Khan,Akram Raza,Waqar Younis,Aaqib Javed,0
New Zealand,England,Auckland,11 January 1992,1,0,JG Wright,RT Latham,MD Crowe,AH Jones,MJ Greatbatch,CZ Harris,CL Cairns,IDS Smith,C Pringle,GR Larsen,DK Morrison,GA Gooch,GA Hick,RA Smith,AJ Lamb,NH Fairbrother,AJ Stewart,DA Reeve,CC Lewis,DR Pringle,PAJ DeFreitas,PCR Tufnell,1
India,West Indies,Woolloongabba,11 January 1992,1,0,K Srikkanth,NS Sidhu,SV Manjrekar,SR Tendulkar,M Azharuddin,SC Ganguly,M Prabhakar,N Kapil Dev,KS More,SLV Raju,J Srinath,DL Haynes,PA Wallace,BC Lara,RB Richardson,CL Hooper,CA Best,MD Marshall,D Williams,CEL Ambrose,AC Cummins,BP Patterson,1
Australia,West Indies,Woolloongabba,12 January 1992,1,1,DL Haynes,PA Wallace,BC Lara,RB Richardson,CL Hooper,CA Best,MD Marshall,CEL Ambrose,AC Cummins,D Williams,BP Patterson,DC Boon,GR Marsh,DM Jones,AR Border,ME Waugh,TM Moody,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,1
Pakistan,Sri Lanka,Karachi,13 January 1992,1,0,Rameez Raja,InzamamulHaq,Javed Miandad,Saleem Malik,Imran Khan,Wasim Akram,Ijaz Ahmed,Moin Khan,Mushtaq Ahmed,Waqar Younis,Aaqib Javed,RS Mahanama,UC Hathurusingha,AP Gurusinha,PA de Silva,ST Jayasuriya,HP Tillakaratne,RS Kalpage,GF Labrooy,CPH Ramanayake,KIW Wijegunawardene,GP Wickramasinghe,0
Australia,India,Sydney Cricket Ground,14 January 1992,1,1,RJ Shastri,K Srikkanth,NS Sidhu,SV Manjrekar,SR Tendulkar,M Azharuddin,N Kapil Dev,M Prabhakar,CS Pandit,SLV Raju,J Srinath,GR Marsh,DC Boon,TM Moody,AR Border,ME Waugh,SR Waugh,IA Healy,PL Taylor,CJ McDermott,PR Reiffel,MR Whitney,0
Pakistan,Sri Lanka,Hyderabad,15 January 1992,1,0,Rameez Raja,InzamamulHaq,Javed Miandad,Saleem Malik,Wasim Akram,Imran Khan,Ijaz Ahmed,Moin Khan,Mushtaq Ahmed,Waqar Younis,Aaqib Javed,UC Hathurusingha,MAR Samarasekera,PA de Silva,HP Tillakaratne,ST Jayasuriya,AP Gurusinha,GF Labrooy,MS Atapattu,CPH Ramanayake,KIW Wijegunawardene,MAWR Madurasinghe,0
India,West Indies,Melbourne Cricket Ground,16 January 1992,1,1,DL Haynes,PA Wallace,BC Lara,RB Richardson,CL Hooper,CA Best,MD Marshall,D Williams,CEL Ambrose,AC Cummins,BP Patterson,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,PK Amre,N Kapil Dev,M Prabhakar,CS Pandit,J Srinath,ND Hirwani,0
Pakistan,Sri Lanka,Multan,17 January 1992,1,0,Rameez Raja,InzamamulHaq,Ijaz Ahmed,Wasim Akram,Moin Khan,Mushtaq Ahmed,Imran Khan,Saleem Malik,Javed Miandad,Waqar Younis,Aaqib Javed,MAR Samarasekera,UC Hathurusingha,AP Gurusinha,PA de Silva,HP Tillakaratne,ST Jayasuriya,MS Atapattu,CPH Ramanayake,SD Anurasiri,KIW Wijegunawardene,MAWR Madurasinghe,1
Australia,India,Melbourne Cricket Ground,18 January 1992,1,0,DC Boon,GR Marsh,DM Jones,TM Moody,ME Waugh,AR Border,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,PK Amre,N Kapil Dev,M Prabhakar,CS Pandit,J Srinath,ND Hirwani,0
Pakistan,Sri Lanka,Rawalpindi Cricket Stadium,19 January 1992,1,0,Rameez Raja,InzamamulHaq,Saleem Malik,Javed Miandad,Ijaz Ahmed,Wasim Akram,Imran Khan,Moin Khan,Mushtaq Ahmed,Waqar Younis,Aaqib Javed,RS Mahanama,MAR Samarasekera,AP Gurusinha,PA de Silva,HP Tillakaratne,ST Jayasuriya,MS Atapattu,CPH Ramanayake,KIW Wijegunawardene,MAWR Madurasinghe,GP Wickramasinghe,0
Australia,India,Sydney Cricket Ground,20 January 1992,1,0,GR Marsh,DC Boon,DM Jones,TM Moody,ME Waugh,AR Border,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,RJ Shastri,K Srikkanth,SV Manjrekar,SR Tendulkar,M Azharuddin,N Kapil Dev,PK Amre,CS Pandit,M Prabhakar,SLV Raju,J Srinath,0
New Zealand,England,Dunedin,12 February 1992,1,0,RT Latham,AH Jones,MJ Greatbatch,MD Crowe,KR Rutherford,CZ Harris,CL Cairns,IDS Smith,ML Sua,DK Morrison,GR Larsen,GA Gooch,GA Hick,RA Smith,AJ Lamb,IT Botham,AJ Stewart,DA Reeve,CC Lewis,DR Pringle,RK Illingworth,PCR Tufnell,1
New Zealand,England,Christchurch,15 February 1992,1,1,IT Botham,GA Hick,RA Smith,AJ Stewart,AJ Lamb,GA Gooch,CC Lewis,DR Pringle,DA Reeve,RK Illingworth,GC Small,RT Latham,JG Wright,MJ Greatbatch,MD Crowe,KR Rutherford,CZ Harris,CL Cairns,IDS Smith,ML Sua,GR Larsen,W Watson,1
New Zealand,Australia,Auckland,22 February 1992,1,0,JG Wright,RT Latham,AH Jones,MD Crowe,KR Rutherford,CZ Harris,IDS Smith,CL Cairns,DN Patel,GR Larsen,W Watson,DC Boon,GR Marsh,DM Jones,AR Border,TM Moody,ME Waugh,SR Waugh,IA Healy,CJ McDermott,PL Taylor,BA Reid,0
England,India,Perth,22 February 1992,1,0,GA Gooch,IT Botham,RA Smith,GA Hick,NH Fairbrother,AJ Stewart,CC Lewis,DR Pringle,DA Reeve,PAJ DeFreitas,PCR Tufnell,RJ Shastri,K Srikkanth,M Azharuddin,SR Tendulkar,VG Kambli,PK Amre,N Kapil Dev,ST Banerjee,KS More,M Prabhakar,J Srinath,0
Sri Lanka,Zimbabwe,New Plymouth,23 February 1992,1,1,A Flower,WR James,AJ Pycroft,DL Houghton,KJ Arnott,AC Waller,IP Butchart,EA Brandes,KG Duers,MP Jarvis,AJ Traicos,RS Mahanama,MAR Samarasekera,PA de Silva,AP Gurusinha,A Ranatunga,ST Jayasuriya,HP Tillakaratne,RS Kalpage,CPH Ramanayake,KIW Wijegunawardene,GP Wickramasinghe,0
Pakistan,West Indies,Melbourne Cricket Ground,23 February 1992,1,0,Rameez Raja,Aamer Sohail,InzamamulHaq,Javed Miandad,Saleem Malik,Ijaz Ahmed,Wasim Akram,Iqbal Sikander,Wasim Haider,Moin Khan,Aaqib Javed,DL Haynes,BC Lara,RB Richardson,CL Hooper,AL Logie,KLT Arthurton,RA Harper,MD Marshall,WKM Benjamin,D Williams,CEL Ambrose,1
New Zealand,Sri Lanka,Hamilton,25 February 1992,1,1,RS Mahanama,MAR Samarasekera,AP Gurusinha,PA de Silva,A Ranatunga,ST Jayasuriya,HP Tillakaratne,RS Kalpage,CPH Ramanayake,SD Anurasiri,GP Wickramasinghe,JG Wright,RT Latham,AH Jones,MD Crowe,KR Rutherford,CZ Harris,IDS Smith,DN Patel,DK Morrison,GR Larsen,W Watson,0
Australia,South Africa,Sydney Cricket Ground,26 February 1992,1,0,GR Marsh,DC Boon,DM Jones,AR Border,TM Moody,SR Waugh,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,KC Wessels,AC Hudson,PN Kirsten,WJ Cronje,AP Kuiper,JN Rhodes,BM McMillan,DJ Richardson,RP Snell,MW Pringle,AA Donald,1
Pakistan,Zimbabwe,Hobart,27 February 1992,1,0,Rameez Raja,Aamer Sohail,InzamamulHaq,Javed Miandad,Saleem Malik,Wasim Akram,Imran Khan,Mushtaq Ahmed,Iqbal Sikander,Moin Khan,Aaqib Javed,KJ Arnott,A Flower,AJ Pycroft,DL Houghton,AH Omarshah,AC Waller,IP Butchart,EA Brandes,AJ Traicos,WR James,MP Jarvis,0
England,West Indies,Melbourne Cricket Ground,27 February 1992,1,1,DL Haynes,BC Lara,RB Richardson,CL Hooper,KLT Arthurton,AL Logie,RA Harper,MD Marshall,D Williams,CEL Ambrose,WKM Benjamin,GA Gooch,IT Botham,RA Smith,GA Hick,NH Fairbrother,AJ Stewart,DA Reeve,CC Lewis,DR Pringle,PAJ DeFreitas,PCR Tufnell,0
New Zealand,South Africa,Auckland,29 February 1992,1,1,KC Wessels,AC Hudson,PN Kirsten,WJ Cronje,DJ Richardson,AP Kuiper,JN Rhodes,BM McMillan,RP Snell,AA Donald,T Bosch,MJ Greatbatch,RT Latham,AH Jones,IDS Smith,MD Crowe,KR Rutherford,CZ Harris,CL Cairns,DN Patel,GR Larsen,W Watson,0
West Indies,Zimbabwe,Woolloongabba,29 February 1992,1,0,PV Simmons,BC Lara,RB Richardson,CL Hooper,KLT Arthurton,AL Logie,MD Marshall,D Williams,WKM Benjamin,AC Cummins,BP Patterson,KJ Arnott,A Flower,AJ Pycroft,DL Houghton,AC Waller,ADR Campbell,AH Omarshah,EA Brandes,AJ Traicos,MP Jarvis,KG Duers,0
Australia,India,Woolloongabba,1 March 1992,1,0,MA Taylor,GR Marsh,DC Boon,DM Jones,SR Waugh,TM Moody,AR Border,CJ McDermott,PL Taylor,MG Hughes,MR Whitney,RJ Shastri,K Srikkanth,M Azharuddin,SR Tendulkar,N Kapil Dev,SV Manjrekar,A Jadeja,KS More,J Srinath,M Prabhakar,SLV Raju,0
South Africa,Sri Lanka,Wellington,2 March 1992,1,0,KC Wessels,AP Kuiper,PN Kirsten,JN Rhodes,MW Rushmere,WJ Cronje,RP Snell,BM McMillan,DJ Richardson,O Henry,AA Donald,RS Mahanama,UC Hathurusingha,AP Gurusinha,PA de Silva,HP Tillakaratne,A Ranatunga,ST Jayasuriya,RS Kalpage,CPH Ramanayake,SD Anurasiri,GP Wickramasinghe,1
New Zealand,Zimbabwe,Napier,3 March 1992,1,0,MJ Greatbatch,RT Latham,AH Jones,MD Crowe,CL Cairns,KR Rutherford,CZ Harris,IDS Smith,DN Patel,DK Morrison,GR Larsen,A Flower,AC Waller,DL Houghton,IP Butchart,EA Brandes,AJ Pycroft,ADR Campbell,AH Omarshah,MG Burmester,AJ Traicos,KG Duers,0
India,Pakistan,Sydney Cricket Ground,4 March 1992,1,0,A Jadeja,K Srikkanth,M Azharuddin,VG Kambli,SR Tendulkar,SV Manjrekar,N Kapil Dev,KS More,M Prabhakar,J Srinath,SLV Raju,Aamer Sohail,InzamamulHaq,Zahid Fazal,Javed Miandad,Saleem Malik,Imran Khan,Wasim Akram,Wasim Haider,Moin Khan,Mushtaq Ahmed,Aaqib Javed,0
South Africa,West Indies,Christchurch,5 March 1992,1,0,AC Hudson,KC Wessels,PN Kirsten,MW Rushmere,AP Kuiper,JN Rhodes,BM McMillan,DJ Richardson,RP Snell,MW Pringle,AA Donald,DL Haynes,BC Lara,RB Richardson,CL Hooper,KLT Arthurton,AL Logie,MD Marshall,D Williams,CEL Ambrose,AC Cummins,WKM Benjamin,0
Australia,England,Sydney Cricket Ground,5 March 1992,1,0,TM Moody,MA Taylor,DC Boon,DM Jones,SR Waugh,AR Border,IA Healy,PL Taylor,CJ McDermott,MR Whitney,BA Reid,GA Gooch,IT Botham,RA Smith,GA Hick,NH Fairbrother,AJ Stewart,CC Lewis,DA Reeve,DR Pringle,PAJ DeFreitas,PCR Tufnell,1
India,Zimbabwe,Hamilton,7 March 1992,1,0,K Srikkanth,N Kapil Dev,M Azharuddin,SR Tendulkar,SV Manjrekar,VG Kambli,A Jadeja,KS More,J Srinath,M Prabhakar,SLV Raju,AH Omarshah,A Flower,AC Waller,AJ Pycroft,DL Houghton,ADR Campbell,IP Butchart,EA Brandes,MG Burmester,AJ Traicos,KG Duers,0
Australia,Sri Lanka,Adelaide Oval,7 March 1992,1,1,RS Mahanama,MAR Samarasekera,AP Gurusinha,PA de Silva,A Ranatunga,ST Jayasuriya,HP Tillakaratne,RS Kalpage,CPH Ramanayake,SD Anurasiri,GP Wickramasinghe,TM Moody,GR Marsh,ME Waugh,DC Boon,DM Jones,SR Waugh,AR Border,IA Healy,PL Taylor,CJ McDermott,MR Whitney,0
New Zealand,West Indies,Auckland,8 March 1992,1,1,DL Haynes,BC Lara,RB Richardson,CL Hooper,KLT Arthurton,AL Logie,MD Marshall,D Williams,WKM Benjamin,CEL Ambrose,AC Cummins,MJ Greatbatch,RT Latham,AH Jones,MD Crowe,KR Rutherford,CZ Harris,DN Patel,IDS Smith,DK Morrison,GR Larsen,W Watson,0
Pakistan,South Africa,Woolloongabba,8 March 1992,1,1,AC Hudson,KC Wessels,MW Rushmere,AP Kuiper,JN Rhodes,WJ Cronje,BM McMillan,DJ Richardson,RP Snell,MW Pringle,AA Donald,Aamer Sohail,Zahid Fazal,InzamamulHaq,Imran Khan,Saleem Malik,Wasim Akram,Ijaz Ahmed,Moin Khan,Mushtaq Ahmed,Iqbal Sikander,Aaqib Javed,1
